epoch,stats_ag/mean,stats_ag/std,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
160,0.84073704,0.12683533,0.84607506,0.14454539,0.20559593,0.13490383,1610.0,-0.8164756,1.0,8050.0,0.46
161,0.84076387,0.1267144,0.8461089,0.14440776,0.20562096,0.13476714,1620.0,-1.0523986,1.0,8100.0,0.54
162,0.84080356,0.12660962,0.8461507,0.14423981,0.20559289,0.13471168,1630.0,-1.1200031,1.0,8150.0,0.54
163,0.84091634,0.12662712,0.8462855,0.1442348,0.20563301,0.13472612,1640.0,-0.931382,1.0,8200.0,0.48
164,0.84093374,0.12667015,0.846322,0.14426474,0.20562997,0.13470197,1650.0,-0.97647697,1.0,8250.0,0.54
165,0.8409395,0.126462,0.84634256,0.14402586,0.20564595,0.13454987,1660.0,-0.48277837,1.0,8300.0,0.5
166,0.84097123,0.12630753,0.84636855,0.14386585,0.20563751,0.13442208,1670.0,-1.1882527,1.0,8350.0,0.52
167,0.84105474,0.12618645,0.84645754,0.14370714,0.2056297,0.13432366,1680.0,-1.3494852,1.0,8400.0,0.42
168,0.8411603,0.12607385,0.8465891,0.143591,0.20565106,0.13416901,1690.0,-1.0530651,0.9,8450.0,0.46
169,0.8412123,0.12593754,0.84665513,0.14341594,0.2056421,0.13402359,1700.0,-0.73212177,1.0,8500.0,0.56
170,0.8413134,0.125805,0.8468051,0.14328416,0.2056797,0.13395755,1710.0,-0.9144006,1.0,8550.0,0.4
171,0.84132797,0.12562793,0.84681743,0.14308678,0.20572466,0.1338949,1720.0,-0.7650356,1.0,8600.0,0.54
172,0.8413686,0.12548518,0.84692127,0.14292985,0.2057745,0.13384025,1730.0,-1.0373011,1.0,8650.0,0.4
173,0.8413982,0.12547956,0.8469755,0.14290524,0.20580974,0.1337783,1740.0,-0.8935177,1.0,8700.0,0.38
174,0.84144455,0.12541606,0.8470171,0.14283757,0.20585321,0.13370089,1750.0,-1.4908564,1.0,8750.0,0.4
175,0.841517,0.12533958,0.84707856,0.14275067,0.20578407,0.13376567,1760.0,-1.1694119,1.0,8800.0,0.38
176,0.8415494,0.12537701,0.8471131,0.14275861,0.20580857,0.13372159,1770.0,-1.1022277,1.0,8850.0,0.46
177,0.8416516,0.12522621,0.84723854,0.14256519,0.2058177,0.13364963,1780.0,-1.349018,1.0,8900.0,0.46
178,0.84173805,0.12511392,0.84734684,0.14245526,0.20581095,0.13355473,1790.0,-0.58159286,1.0,8950.0,0.36
179,0.84172106,0.12519158,0.8473317,0.1424821,0.20583117,0.13349481,1800.0,-0.88254774,1.0,9000.0,0.44
180,0.8417959,0.12507732,0.84743804,0.14233626,0.20590141,0.13341932,1810.0,-1.2103125,1.0,9050.0,0.62
181,0.8418565,0.124962844,0.8475105,0.14219087,0.20589615,0.13329916,1820.0,-1.4104381,1.0,9100.0,0.5
182,0.84185416,0.12491823,0.84751177,0.1421047,0.2059043,0.13329202,1830.0,-1.0650864,1.0,9150.0,0.36
183,0.84188527,0.12483714,0.8475471,0.14199565,0.205916,0.13323721,1840.0,-1.0520937,1.0,9200.0,0.44
184,0.84192795,0.124737315,0.84762144,0.14187805,0.20594127,0.13320623,1850.0,-0.5914448,1.0,9250.0,0.58
185,0.84185344,0.12471163,0.847569,0.14184189,0.20591368,0.13323075,1860.0,-1.1037128,1.0,9300.0,0.46
186,0.8418868,0.12464703,0.84764194,0.14177178,0.20592323,0.13317953,1870.0,-1.2994654,0.9,9350.0,0.48
187,0.84194535,0.12452561,0.8477066,0.14164276,0.20591901,0.13311397,1880.0,-0.82138956,1.0,9400.0,0.52
188,0.8419078,0.124438964,0.84771514,0.14154856,0.20592308,0.13310874,1890.0,-0.69922763,1.0,9450.0,0.48
189,0.8419668,0.12444365,0.84779644,0.14155136,0.20595613,0.13319594,1900.0,-1.0311935,1.0,9500.0,0.46
190,0.84196234,0.124284565,0.8477815,0.14136232,0.20596437,0.13317764,1910.0,-0.9165653,1.0,9550.0,0.52
191,0.8420079,0.12420153,0.8478208,0.141275,0.20594558,0.13314654,1920.0,-1.3422816,0.9,9600.0,0.42
192,0.84200984,0.12404934,0.8478432,0.1411196,0.20594887,0.1330699,1930.0,-0.956875,1.0,9650.0,0.46
193,0.84201765,0.12392161,0.84786177,0.14098471,0.20593978,0.13301617,1940.0,-0.8437966,1.0,9700.0,0.44
194,0.8419896,0.123874,0.84781915,0.14094208,0.20593698,0.13310294,1950.0,-1.4532549,0.7,9750.0,0.42
195,0.841986,0.123737685,0.8478057,0.14078043,0.20593263,0.1330991,1960.0,-0.57491654,1.0,9800.0,0.44
196,0.8419853,0.12365758,0.8477912,0.1406563,0.20589224,0.13308291,1970.0,-1.1448245,1.0,9850.0,0.62
197,0.8420055,0.123603314,0.84779376,0.14059116,0.20585324,0.13313034,1980.0,-1.1104243,1.0,9900.0,0.42
198,0.8421023,0.123710655,0.8478791,0.14069791,0.20584176,0.13314809,1990.0,-0.93493366,1.0,9950.0,0.46
199,0.8421231,0.123678476,0.8479261,0.14064369,0.20582193,0.1330995,2000.0,-0.6206453,1.0,10000.0,0.34
