epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
0,0.84824246,0.09851938,0.20525338,0.06246151,10.0,-2.272883,0.0,50.0,0.02
1,0.83982366,0.096346565,0.20380415,0.061761826,20.0,-4.3671694,0.1,100.0,0.04
2,0.84251016,0.096463494,0.20409463,0.0571896,30.0,-5.7427483,0.0,150.0,0.0
3,0.84357256,0.09555971,0.20418534,0.054510493,40.0,-6.5539765,0.1,200.0,0.04
4,0.8427164,0.09496763,0.20377569,0.053592917,50.0,-9.540495,0.0,250.0,0.08
5,0.84362847,0.09591489,0.2038492,0.053697158,60.0,-9.866511,0.0,300.0,0.04
6,0.84456104,0.09821049,0.204001,0.053511146,70.0,-10.769045,0.2,350.0,0.04
7,0.8455575,0.099560834,0.20411716,0.05541984,80.0,-12.815359,0.2,400.0,0.02
8,0.8437681,0.099936165,0.20399241,0.056988858,90.0,-14.931307,0.0,450.0,0.06
9,0.8434343,0.10200396,0.20398155,0.058033608,100.0,-14.413167,0.0,500.0,0.02
10,0.8435385,0.10087816,0.2038658,0.057742186,110.0,-15.085955,0.2,550.0,0.02
11,0.8431266,0.10018288,0.20367028,0.058959104,120.0,-18.45928,0.0,600.0,0.04
12,0.8436459,0.100857206,0.20366718,0.061296053,130.0,-20.05325,0.1,650.0,0.02
13,0.842777,0.101635695,0.20351878,0.064686865,140.0,-19.768034,0.0,700.0,0.08
14,0.842974,0.10151187,0.2034908,0.06578414,150.0,-16.00883,0.0,750.0,0.02
15,0.84252995,0.10162484,0.20322506,0.06801879,160.0,-20.767193,0.0,800.0,0.02
16,0.84222716,0.10264284,0.20292763,0.06983793,170.0,-23.35202,0.0,850.0,0.02
17,0.8420108,0.103126384,0.20282055,0.07087797,180.0,-22.996883,0.1,900.0,0.02
18,0.84252334,0.10442769,0.20310217,0.072409585,190.0,-19.170212,0.1,950.0,0.04
19,0.8427704,0.104536586,0.20325741,0.073778234,200.0,-15.068918,0.1,1000.0,0.06
20,0.8425824,0.10460621,0.20331973,0.07356132,210.0,-20.852665,0.1,1050.0,0.04
21,0.84266835,0.104140006,0.20335245,0.073640384,220.0,-19.296024,0.0,1100.0,0.1
22,0.8429745,0.10490116,0.20341322,0.07471991,230.0,-28.437977,0.0,1150.0,0.06
23,0.84277743,0.104642056,0.20319563,0.074849024,240.0,-25.662807,0.1,1200.0,0.06
24,0.8423236,0.10478293,0.20311408,0.07610877,250.0,-24.009796,0.0,1250.0,0.04
25,0.842055,0.10483848,0.20324974,0.07667747,260.0,-22.552162,0.1,1300.0,0.04
26,0.84209996,0.10559529,0.20320277,0.07730744,270.0,-28.453348,0.0,1350.0,0.0
27,0.84167916,0.10631169,0.20314427,0.07825872,280.0,-26.814426,0.0,1400.0,0.04
28,0.8417446,0.10710585,0.20324375,0.08008494,290.0,-23.517353,0.0,1450.0,0.08
29,0.8418064,0.10688403,0.20328261,0.08150304,300.0,-21.40609,0.0,1500.0,0.1
30,0.8414788,0.10693117,0.20312615,0.08162853,310.0,-27.522678,0.0,1550.0,0.1
31,0.8414456,0.106840976,0.20333822,0.08265811,320.0,-25.011982,0.0,1600.0,0.08
32,0.8415541,0.10692292,0.20339191,0.08370196,330.0,-27.02854,0.1,1650.0,0.1
33,0.8417639,0.10656018,0.20344101,0.08409227,340.0,-21.738558,0.0,1700.0,0.08
34,0.8417713,0.106410116,0.20331627,0.08441296,350.0,-25.111809,0.1,1750.0,0.1
35,0.84192926,0.10618583,0.20324312,0.084670894,360.0,-19.049932,0.1,1800.0,0.06
36,0.8417864,0.10616276,0.20328036,0.08514034,370.0,-18.34299,0.3,1850.0,0.0
