epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
95,0.83898455,0.0807127,0.20163622,0.07154419,960.0,-25.743494,0.0,4800.0,0.08
96,0.8390734,0.08077156,0.20166002,0.07145342,970.0,-29.88179,0.0,4850.0,0.02
97,0.8390991,0.08069151,0.20168427,0.0714458,980.0,-21.853518,0.1,4900.0,0.06
98,0.83912164,0.0806236,0.20168725,0.07135725,990.0,-24.871447,0.2,4950.0,0.1
99,0.83917767,0.08054077,0.20170115,0.071255885,1000.0,-22.589178,0.3,5000.0,0.02
100,0.83924514,0.080478676,0.20168127,0.071296446,1010.0,-30.584064,0.1,5050.0,0.12
101,0.8392086,0.08037651,0.20166601,0.07117969,1020.0,-23.665228,0.2,5100.0,0.02
102,0.83927727,0.080460735,0.20172226,0.071441405,1030.0,-25.390152,0.1,5150.0,0.12
103,0.83931464,0.08041889,0.20172536,0.07137732,1040.0,-31.241934,0.1,5200.0,0.14
104,0.83929324,0.08035006,0.20172386,0.07126169,1050.0,-33.968193,0.1,5250.0,0.06
105,0.8391921,0.08027374,0.20166416,0.0712308,1060.0,-30.312054,0.1,5300.0,0.0
106,0.839127,0.0802422,0.2016391,0.07124968,1070.0,-21.279,0.3,5350.0,0.04
107,0.83909804,0.08021428,0.20158629,0.071330115,1080.0,-13.402425,0.3,5400.0,0.04
108,0.83913773,0.08038983,0.20162149,0.07146162,1090.0,-32.43592,0.0,5450.0,0.18
109,0.839143,0.080551304,0.20159712,0.071619965,1100.0,-32.502205,0.0,5500.0,0.1
110,0.8391037,0.080503434,0.201588,0.07159272,1110.0,-31.008434,0.1,5550.0,0.14
111,0.83912474,0.0805443,0.20160545,0.07161596,1120.0,-29.625513,0.0,5600.0,0.12
112,0.8392481,0.08051249,0.20164163,0.0716318,1130.0,-32.84118,0.0,5650.0,0.14
113,0.8392903,0.080462426,0.2016302,0.07155106,1140.0,-30.423752,0.0,5700.0,0.08
114,0.8392965,0.08043135,0.20165198,0.07176504,1150.0,-32.553486,0.1,5750.0,0.08
115,0.83933955,0.08058109,0.20167862,0.07185172,1160.0,-28.80952,0.0,5800.0,0.04
